labeller_id,qa_id,story_name,section_id,section,question,answer,"readability(grammarly correct and clear language. worst 1 to 5)",source,split
0,12,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",who did val say he dropped his axe in the forest?,his daughter.,2.0,PAQ,test
0,13,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",what did val do with his daughter?,cut wood.,2.0,PAQ,test
0,14,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",who dropped their axe in the forest?,the man.,5.0,Ours,test
0,15,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",why were the daughter and man cold?,they worked hard all day.,3.0,Ours,test
0,16,enchanted-wreath,1,"one day the man called to his daughter and bade her come with him into the forest to cut wood. they worked hard all day, but in spite of the chopping they were very cold, for it rained heavily, and when they returned home, they were wet through. then, to his vexation, the man found that he had left his axe behind him, and he knew that if it lay all night in the mud it would become rusty and useless. so he said to his wife:'i have dropped my axe in the forest, bid your daughter go and fetch it, for mine has worked hard all day and is both wet and weary.' .",where did the man drop his axe?,the forest.,4.0,Ours,test
0,17,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",why did the wife not want her daughter to fetch the axe ?,her daughter would be sure to catch a bad cold .,5.0,groundtruth,test
0,18,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",what did val say would not hurt him?,rain.,2.0,PAQ,test
0,19,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",what did the poor girl return to the forest for?,the axe.,3.0,PAQ,test
0,20,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",what did val say would not hurt her?,a little rain.,2.0,PAQ,test
0,21,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",who was the daughter?,a great strong girl.,3.0,Ours,test
0,22,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",what would the daughter catch from being wet?,a bad cold.,5.0,Ours,test
0,23,enchanted-wreath,2,"but the wife answered:'if your daughter is wet already, it is all the more reason that she should go and get the axe. besides, she is a great strong girl, and a little rain will not hurt her, while my daughter would be sure to catch a bad cold.'by long experience the man knew there was no good saying any more, and with a sigh he told the poor girl she must return to the forest for the axe .",what did the daughter need to return home for?,the axe.,4.0,Ours,test
0,24,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",how did the man's daughter feel about seeing the three little doves ?,surprised .,5.0,groundtruth,test
0,25,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",how did the three little doves look when the man's daughter saw them on the axe ?,very sad .,3.0,groundtruth,test
0,26,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",who was sitting on the handle of val's axe?,three little doves.,2.0,PAQ,test
0,27,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",what was val's dress torn by?,brambles.,2.0,PAQ,test
0,28,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",how many doves were sitting on the handle of val's axe?,three.,2.0,PAQ,test
0,29,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",who were sitting on the handle of her father's axe?,three little doves.,5.0,Ours,test
0,30,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",who was cutting in the morning?,her father.,3.0,Ours,test
0,31,enchanted-wreath,3,"the walk took some time, for it was very dark, and her shoes often stuck in the mud, but she was brave as well as beautiful and never thought of turning back merely because the path was both difficult and unpleasant. at last, with her dress torn by brambles that she could not see, and her fact scratched by the twigs on the trees, she reached the spot where she and her father had been cutting in the morning, and found the axe in the place he had left it. to her surprise, three little doves were sitting on the handle, all of them looking very sad .",what was the girl's shoes stuck in?,the mud.,5.0,Ours,test
0,485,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",who was the youngest son ?,dullhead .,5.0,groundtruth,test
0,486,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",why did the mother give her eldest a fine rich cake and a bottle of wine ?,he might be sure not to suffer from hunger or thirst .,4.0,groundtruth,test
0,487,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",what did the old grey man ask from the eldest son ?,a piece of his cake and a draught of his wine .,5.0,groundtruth,test
0,488,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",what was the youngest of the three sons called?,dullhead.,5.0,PAQ,test
0,489,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",how many sons did a man have?,three.,3.0,PAQ,test
0,490,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",how many sons did a man once have?,three sons.,3.0,PAQ,test
0,491,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",who wished the eldest son 'good-morning'?,a little old grey man.,5.0,Ours,test
0,492,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",where did the eldest son go to cut wood?,the forest.,5.0,Ours,test
0,493,golden-goose,60,"there was once a man who had three sons. the youngest of them was called dullhead, and was sneered and jeered at and snubbed on every possible opportunity.one day it happened that the eldest son wished to go into the forest to cut wood, and before he started his mother gave him a fine rich cake and a bottle of wine, so that he might be sure not to suffer from hunger or thirst.when he reached the forest he met a little old grey man who wished him 'good-morning,' and said: 'do give me a piece of that cake you have got in your pocket, and let me have a draught of your wine-i am so hungry and thirsty.' .",who wished to go into the forest?,the eldest son.,5.0,Ours,test
0,494,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",what happened to the eldest son because he made a false stroke with his axe ?,cut his own arm badly and was obliged to go home and have it bound up .,5.0,groundtruth,test
0,495,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",who went into the forest next ?,the second son .,5.0,groundtruth,test
0,496,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",what did val do with his arm?,cut his leg.,2.0,PAQ,test
0,497,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",what weapon did val use to cut down a tree?,axe.,2.0,PAQ,test
0,498,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",what happened to val when he struck a tree with his axe?,he cut his leg.,2.0,PAQ,test
0,499,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",what happened after the second son went to forest?,"he too met the little old grey man , who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too , and said : ' whatever i give to you.",3.0,Ours,test
0,500,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",who begged the second son for a morsel of cake and wine?,the little old grey man.,5.0,Ours,test
0,501,golden-goose,61,"but this clever son replied: 'if i give you my cake and wine i shall have none left for myself; you just go your own way;' and he left the little man standing there and went further on into the forest. there he began to cut down a tree, but before long he made a false stroke with his axe, and cut his own arm so badly that he was obliged to go home and have it bound up.then the second son went to the forest, and his mother gave him a good cake and a bottle of wine as she had to his elder brother. he too met the little old grey man, who begged him for a morsel of cake and a draught of wine.but the second son spoke most sensibly too, and said: 'whatever i give to you i deprive myself of. just go your own way, will you?' not long after his punishment overtook him, for no sooner had he struck a couple of blows on a tree with his axe, than he cut his leg so badly that he had to be carried home .",where did the second son go?,the forest.,5.0,Ours,test
0,502,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",why did dullhead's father not allow dullhead to go out and cut wood ?,both his brothers had injured themselves .,5.0,groundtruth,test
0,503,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",who will dullhead meet in the forest ?,the little grey old man .,5.0,groundtruth,test
0,504,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .","who said 'father, let me go out and cut wood'?",dullhead.,5.0,PAQ,test
0,505,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",what kind of beer did dullhead's mother give him?,sour beer.,5.0,PAQ,test
0,506,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",who told dullhead to go out and cut wood?,his father.,5.0,PAQ,test
0,507,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",who begged so hard to be allowed out and cut wood?,dullhead.,5.0,Ours,test
0,508,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",what did dullhead's mother give him?,sour beer.,5.0,Ours,test
0,509,golden-goose,62,"so then dullhead said: 'father, let me go out and cut wood.'but his father answered: 'both your brothers have injured themselves. you had better leave it alone; you know nothing about it.'but dullhead begged so hard to be allowed to go that at last his father said: 'very well, then-go. perhaps when you have hurt yourself, you may learn to know better.' his mother only gave him a very plain cake made with water and baked in the cinders, and a bottle of sour beer .",what did dullhead's mother do when he hurt himself?,"his mother only gave him a very plain cake made with water and baked in the cinders , and a bottle of sour beer.",4.0,Ours,test
0,510,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",what happened after dullhead shared his cake and drink with the man ?,the little man gave dullhead luck because he had a kind heart and shared with him .,5.0,groundtruth,test
0,511,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",what did the man tell dullhead to do ?,cut down an old tree .,5.0,groundtruth,test
0,512,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",who said i will bring luck because i have a kind heart and are willing to share?,dullhead.,4.0,PAQ,test
0,513,golden-goose,63,"when he got to the forest, he too met the little grey old man, who greeted him and said: 'give me a piece of your cake and a draught from your bottle; i am so hungry and thirsty.'and dullhead replied: 'i've only got a cinder-cake and some sour beer, but if you care to have that, let us sit down and eat.'so they sat down, and when dullhead brought out his cake he found it had turned into a fine rich cake, and the sour beer into excellent wine. then they ate and drank, and when they had finished the little man said: 'now i will bring you luck, because you have a kind heart and are willing to share what you have with others. there stands an old tree; cut it down, and amongst its roots you'll find something.' with that the little man took leave .",who greeted val when he got to the forest?,the little grey old man.,2.0,PAQ,test
